"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"3137","Mazamitla",2019,"Abuso sexual",0,1,0,0,0,0,0,1,0,2,0,2,6
"3138","Mexticacán",2019,"Abuso sexual",0,0,0,1,0,1,0,0,0,0,0,0,2
"3139","Mezquitic",2019,"Abuso sexual",0,2,0,0,0,1,0,0,0,0,0,0,3
"3140","Mixtlán",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"3141","No Especificado",2019,"Abuso sexual",21,15,30,29,12,12,11,20,19,8,7,11,195
"3142","Ocotlán",2019,"Abuso sexual",1,2,1,3,2,2,1,1,1,1,3,1,19
"3143","Ojuelos de Jalisco",2019,"Abuso sexual",0,2,0,3,0,1,0,0,0,0,0,1,7
"3144","Pihuamo",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,1,2
"3145","Poncitlán",2019,"Abuso sexual",1,0,1,0,2,1,0,2,0,0,1,1,9
"3146","Puerto Vallarta",2019,"Abuso sexual",15,7,7,10,13,6,14,20,12,10,15,9,138
"3147","Quitupan",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3148","San Cristóbal de la Barranca",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"3149","San Diego de Alejandría",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3150","San Gabriel",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"3151","San Ignacio Cerro Gordo",2019,"Abuso sexual",1,0,0,0,0,1,1,0,0,0,1,0,4
"3152","San Juan de los Lagos",2019,"Abuso sexual",3,0,1,2,4,2,1,1,2,0,1,2,19
"3153","San Juanito de Escobedo",2019,"Abuso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"3154","San Julián",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3155","San Marcos",2019,"Abuso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"3156","San Martín Hidalgo",2019,"Abuso sexual",0,1,1,0,0,1,0,0,0,1,1,1,6
"3157","San Martín de Bolaños",2019,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"3158","San Miguel el Alto",2019,"Abuso sexual",2,0,1,0,0,0,1,0,1,0,2,0,7
"3159","San Pedro Tlaquepaque",2019,"Abuso sexual",23,17,13,17,15,19,15,17,12,9,12,19,188
"3160","San Sebastián del Oeste",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3161","Santa María de los Ángeles",2019,"Abuso sexual",0,0,0,0,0,2,0,0,0,0,0,0,2
"3162","Santa María del Oro",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3163","Sayula",2019,"Abuso sexual",0,0,1,1,0,0,0,0,1,1,1,0,5
"3164","Tala",2019,"Abuso sexual",4,4,3,4,5,3,0,2,4,2,1,1,33
"3165","Talpa de Allende",2019,"Abuso sexual",0,0,0,0,1,2,0,1,0,0,0,0,4
"3166","Tamazula de Gordiano",2019,"Abuso sexual",0,0,0,2,0,0,0,1,0,1,1,0,5
"3167","Tapalpa",2019,"Abuso sexual",0,1,2,1,0,0,0,0,1,0,1,0,6
"3168","Tecalitlán",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3169","Techaluta de Montenegro",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3170","Tecolotlán",2019,"Abuso sexual",1,1,0,0,0,0,1,0,0,0,0,0,3
"3171","Tenamaxtlán",2019,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,1,1,3
"3172","Teocaltiche",2019,"Abuso sexual",0,1,3,0,0,0,0,0,0,0,0,0,4
"3173","Teocuitatlán de Corona",2019,"Abuso sexual",0,0,0,0,1,0,1,1,0,0,0,0,3
"3174","Tepatitlán de Morelos",2019,"Abuso sexual",0,2,2,2,3,3,1,1,3,3,6,2,28
"3175","Tequila",2019,"Abuso sexual",0,0,2,1,1,0,0,3,0,3,1,1,12
"3176","Teuchitlán",2019,"Abuso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"3177","Tizapán el Alto",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,3,0,3
"3178","Tlajomulco de Zúñiga",2019,"Abuso sexual",20,15,17,18,26,12,16,19,14,12,17,17,203
"3179","Tolimán",2019,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"3180","Tomatlán",2019,"Abuso sexual",0,1,1,0,0,1,1,1,1,1,0,0,7
"3181","Tonalá",2019,"Abuso sexual",18,14,17,25,68,26,12,13,12,13,7,11,236
"3182","Tonaya",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3183","Tonila",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3184","Totatiche",2019,"Abuso sexual",0,0,1,0,1,0,1,1,0,0,0,0,4
"3185","Tototlán",2019,"Abuso sexual",1,0,0,0,3,2,1,1,1,0,0,0,9
"3186","Tuxcacuesco",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3187","Tuxcueca",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"3188","Tuxpan",2019,"Abuso sexual",0,1,1,0,0,1,2,2,1,1,2,0,11
"3189","Unión de San Antonio",2019,"Abuso sexual",0,1,0,0,0,0,1,0,0,0,0,0,2
"3190","Unión de Tula",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"3191","Valle de Guadalupe",2019,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"3192","Valle de Juárez",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3193","Villa Corona",2019,"Abuso sexual",0,0,0,0,0,2,1,0,0,0,0,0,3
"3194","Villa Guerrero",2019,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,1,2
"3195","Villa Hidalgo",2019,"Abuso sexual",0,1,1,0,0,0,0,1,0,0,0,0,3
"3196","Villa Purificación",2019,"Abuso sexual",2,0,2,1,1,0,1,1,0,0,0,0,8
"3197","Yahualica de González Gallo",2019,"Abuso sexual",0,1,1,2,0,0,0,0,2,0,0,0,6
"3198","Zacoalco de Torres",2019,"Abuso sexual",1,0,2,1,1,1,0,1,0,2,1,1,11
"3199","Zapopan",2019,"Abuso sexual",21,26,31,37,39,34,26,37,28,36,24,22,361
"3200","Zapotiltic",2019,"Abuso sexual",0,0,1,0,0,0,1,1,0,0,1,0,4
"3201","Zapotitlán de Vadillo",2019,"Abuso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"3202","Zapotlanejo",2019,"Abuso sexual",0,2,2,2,0,1,2,1,0,2,2,0,14
"3203","Zapotlán del Rey",2019,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"3204","Zapotlán el Grande",2019,"Abuso sexual",3,1,6,2,3,2,1,4,1,5,2,2,32
"3205","Acatic",2019,"Acoso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"3206","Acatlán de Juárez",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3207","Ahualulco de Mercado",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3208","Amacueca",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3209","Amatitán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3210","Ameca",2019,"Acoso sexual",0,0,1,0,1,0,0,0,0,0,0,0,2
"3211","Arandas",2019,"Acoso sexual",0,1,0,0,0,1,0,0,0,0,0,1,3
"3212","Atemajac de Brizuela",2019,"Acoso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"3213","Atengo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3214","Atenguillo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3215","Atotonilco el Alto",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3216","Atoyac",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3217","Autlán de Navarro",2019,"Acoso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"3218","Ayotlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3219","Ayutla",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3220","Bolaños",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3221","Cabo Corrientes",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3222","Casimiro Castillo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3223","Cañadas de Obregón",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3224","Chapala",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3225","Chimaltitán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"3226","Chiquilistlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3227","Cihuatlán",2019,"Acoso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"3228","Cocula",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3229","Colotlán",2019,"Acoso sexual",0,0,1,1,0,0,1,0,0,0,0,0,3
"3230","Concepción de Buenos Aires",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3231","Cuautitlán de García Barragán",2019,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"3232","Cuautla",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3233","Cuquío",2019,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"3234","Degollado",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3235","Ejutla",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3236","El Arenal",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3237","El Grullo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3238","El Limón",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3239","El Salto",2019,"Acoso sexual",1,0,0,0,0,0,1,0,1,0,0,1,4
"3240","Encarnación de Díaz",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3241","Etzatlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3242","Guachinango",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3243","Guadalajara",2019,"Acoso sexual",2,6,9,5,9,15,8,14,2,9,7,12,98
"3244","Gómez Farías",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3245","Hostotipaquillo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3246","Huejuquilla el Alto",2019,"Acoso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"3247","Huejúcar",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3248","Ixtlahuacán de los Membrillos",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3249","Ixtlahuacán del Río",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3250","Jalostotitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3251","Jamay",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3252","Jesús María",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3253","Jilotlán de los Dolores",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3254","Jocotepec",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3255","Juanacatlán",2019,"Acoso sexual",0,0,0,1,0,0,1,0,0,0,0,0,2
"3256","Juchitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3257","La Barca",2019,"Acoso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"3258","La Huerta",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3259","La Manzanilla de la Paz",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3260","Lagos de Moreno",2019,"Acoso sexual",0,0,0,0,0,1,1,0,1,0,0,0,3
"3261","Magdalena",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3262","Mascota",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3263","Mazamitla",2019,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"3264","Mexticacán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3265","Mezquitic",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3266","Mixtlán",2019,"Acoso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"3267","No Especificado",2019,"Acoso sexual",0,0,2,1,2,0,2,3,1,0,1,1,13
"3268","Ocotlán",2019,"Acoso sexual",1,1,0,0,0,0,1,0,0,1,0,0,4
"3269","Ojuelos de Jalisco",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3270","Pihuamo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3271","Poncitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3272","Puerto Vallarta",2019,"Acoso sexual",0,0,0,1,0,3,0,0,0,0,0,0,4
"3273","Quitupan",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3274","San Cristóbal de la Barranca",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3275","San Diego de Alejandría",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3276","San Gabriel",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3277","San Ignacio Cerro Gordo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3278","San Juan de los Lagos",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3279","San Juanito de Escobedo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3280","San Julián",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3281","San Marcos",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3282","San Martín Hidalgo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"3283","San Martín de Bolaños",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3284","San Miguel el Alto",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3285","San Pedro Tlaquepaque",2019,"Acoso sexual",2,1,0,0,1,1,1,2,4,0,2,1,15
"3286","San Sebastián del Oeste",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3287","Santa María de los Ángeles",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3288","Santa María del Oro",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3289","Sayula",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3290","Tala",2019,"Acoso sexual",0,1,0,0,0,0,0,0,0,1,1,0,3
"3291","Talpa de Allende",2019,"Acoso sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"3292","Tamazula de Gordiano",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3293","Tapalpa",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3294","Tecalitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3295","Techaluta de Montenegro",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3296","Tecolotlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3297","Tenamaxtlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3298","Teocaltiche",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3299","Teocuitatlán de Corona",2019,"Acoso sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"3300","Tepatitlán de Morelos",2019,"Acoso sexual",0,0,0,0,0,0,2,0,0,0,0,0,2
"3301","Tequila",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3302","Teuchitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3303","Tizapán el Alto",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3304","Tlajomulco de Zúñiga",2019,"Acoso sexual",2,0,2,0,5,1,1,2,3,4,0,1,21
"3305","Tolimán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3306","Tomatlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3307","Tonalá",2019,"Acoso sexual",1,1,1,0,3,3,1,1,2,1,1,1,16
"3308","Tonaya",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3309","Tonila",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3310","Totatiche",2019,"Acoso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"3311","Tototlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3312","Tuxcacuesco",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3313","Tuxcueca",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3314","Tuxpan",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3315","Unión de San Antonio",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3316","Unión de Tula",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3317","Valle de Guadalupe",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3318","Valle de Juárez",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3319","Villa Corona",2019,"Acoso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"3320","Villa Guerrero",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3321","Villa Hidalgo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3322","Villa Purificación",2019,"Acoso sexual",0,0,0,1,0,0,0,0,0,1,0,0,2
"3323","Yahualica de González Gallo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3324","Zacoalco de Torres",2019,"Acoso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"3325","Zapopan",2019,"Acoso sexual",6,2,2,6,5,7,5,10,6,5,6,6,66
"3326","Zapotiltic",2019,"Acoso sexual",0,2,0,0,0,0,0,1,0,0,0,0,3
"3327","Zapotitlán de Vadillo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3328","Zapotlanejo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"3329","Zapotlán del Rey",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3330","Zapotlán el Grande",2019,"Acoso sexual",1,0,1,0,1,2,0,0,0,0,1,3,9
"3331","Acatic",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3332","Acatlán de Juárez",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3333","Ahualulco de Mercado",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3334","Amacueca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3335","Amatitán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3336","Ameca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3337","Arandas",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"3338","Atemajac de Brizuela",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3339","Atengo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3340","Atenguillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3341","Atotonilco el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3342","Atoyac",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3343","Autlán de Navarro",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3344","Ayotlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3345","Ayutla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3346","Bolaños",2019,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"3347","Cabo Corrientes",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3348","Casimiro Castillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3349","Cañadas de Obregón",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3350","Chapala",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3351","Chimaltitán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3352","Chiquilistlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3353","Cihuatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3354","Cocula",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3355","Colotlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3356","Concepción de Buenos Aires",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3357","Cuautitlán de García Barragán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3358","Cuautla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3359","Cuquío",2019,"Feminicidio",0,0,0,0,0,0,0,1,0,0,0,0,1
"3360","Degollado",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3361","Ejutla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3362","El Arenal",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3363","El Grullo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3364","El Limón",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3365","El Salto",2019,"Feminicidio",0,0,1,0,0,0,0,0,0,1,0,1,3
"3366","Encarnación de Díaz",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3367","Etzatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3368","Guachinango",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3369","Guadalajara",2019,"Feminicidio",0,2,0,1,1,2,2,2,1,2,2,1,16
"3370","Gómez Farías",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3371","Hostotipaquillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3372","Huejuquilla el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3373","Huejúcar",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3374","Ixtlahuacán de los Membrillos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3375","Ixtlahuacán del Río",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3376","Jalostotitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3377","Jamay",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3378","Jesús María",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3379","Jilotlán de los Dolores",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3380","Jocotepec",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3381","Juanacatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"3382","Juchitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3383","La Barca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3384","La Huerta",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"3385","La Manzanilla de la Paz",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3386","Lagos de Moreno",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3387","Magdalena",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3388","Mascota",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3389","Mazamitla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3390","Mexticacán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3391","Mezquitic",2019,"Feminicidio",0,0,0,1,0,0,0,0,1,0,0,0,2
"3392","Mixtlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3393","No Especificado",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3394","Ocotlán",2019,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"3395","Ojuelos de Jalisco",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3396","Pihuamo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3397","Poncitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3398","Puerto Vallarta",2019,"Feminicidio",0,1,0,0,1,0,1,2,0,0,0,0,5
"3399","Quitupan",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3400","San Cristóbal de la Barranca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3401","San Diego de Alejandría",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3402","San Gabriel",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3403","San Ignacio Cerro Gordo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3404","San Juan de los Lagos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3405","San Juanito de Escobedo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3406","San Julián",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3407","San Marcos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3408","San Martín Hidalgo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3409","San Martín de Bolaños",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3410","San Miguel el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3411","San Pedro Tlaquepaque",2019,"Feminicidio",1,1,0,0,1,0,1,0,0,0,0,1,5
"3412","San Sebastián del Oeste",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"3413","Santa María de los Ángeles",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
